Time,Lat,Long,SS-RSRP,PCI
02:20.9,37.378898,-120.809324,-91.1,512
02:21.4,37.378898,-120.809324,-90.8,512
02:21.7,37.378894,-120.809339,-90.8,512
02:21.9,37.378894,-120.809339,-91.9,512
02:22.4,37.378894,-120.809339,-92.2,512
02:22.7,37.378894,-120.809353,-92.2,512
02:22.9,37.378894,-120.809353,-90.4,512
02:23.4,37.378894,-120.809353,-89.1,512
02:23.7,37.378891,-120.809368,-89.1,512
02:23.9,37.378891,-120.809368,-90.8,512
02:24.4,37.378891,-120.809368,-90.4,512
02:24.7,37.378888,-120.809381,-90.4,512
02:24.9,37.378888,-120.809381,-91.9,512
02:25.7,37.378887,-120.809396,-91.9,512
02:25.9,37.378887,-120.809396,-92.3,512
02:26.4,37.378887,-120.809396,-92.6,512
02:26.7,37.378885,-120.809412,-92.6,512
02:26.9,37.378885,-120.809412,-94,512
02:27.4,37.378885,-120.809412,-92.7,512
02:27.7,37.378882,-120.809426,-92.7,512
02:27.9,37.378882,-120.809426,-92.8,512
02:28.4,37.378882,-120.809426,-94,512
02:28.7,37.378883,-120.809439,-94,512
02:28.9,37.378883,-120.809439,-92.9,512
02:29.4,37.378883,-120.809439,-94.2,512
02:29.7,37.378881,-120.809452,-94.2,512
02:29.9,37.378881,-120.809452,-93.3,512
02:30.4,37.378881,-120.809452,-90.7,512
02:30.8,37.378883,-120.809468,-90.7,512
02:30.9,37.378883,-120.809468,-91.8,512
02:31.4,37.378883,-120.809468,-91.1,512
02:31.7,37.378881,-120.809481,-91.1,512
02:31.9,37.378881,-120.809481,-88.2,512
02:32.4,37.378881,-120.809481,-89.8,512
02:32.7,37.37888,-120.809494,-89.8,512
02:32.9,37.37888,-120.809494,-89.1,512
02:33.4,37.37888,-120.809494,-88.1,512
02:33.7,37.378879,-120.809507,-88.1,512
02:33.9,37.378879,-120.809507,-88.7,512
02:34.4,37.378879,-120.809507,-89.9,512
02:34.7,37.378879,-120.809523,-89.9,512
02:34.9,37.378879,-120.809523,-89.6,512
02:35.5,37.378879,-120.809523,-90,512
02:35.7,37.378875,-120.809541,-90,512
02:36.0,37.378875,-120.809541,-94.7,512
02:36.5,37.378875,-120.809541,-94.2,512
02:36.7,37.378875,-120.809558,-94.2,512
02:37.0,37.378875,-120.809558,-93.1,512
02:37.5,37.378875,-120.809558,-93.7,512
02:37.7,37.378865,-120.809579,-93.7,512
02:38.0,37.378865,-120.809579,-92.4,512
02:38.5,37.378865,-120.809579,-93.2,512
02:38.7,37.378859,-120.809592,-93.2,512
02:39.0,37.378859,-120.809592,-92.2,512
02:39.5,37.378859,-120.809592,-93.1,512
02:39.7,37.378853,-120.809603,-93.1,512
02:40.0,37.378853,-120.809603,-92,512
02:40.5,37.378853,-120.809603,-94.5,512
02:40.7,37.378847,-120.809612,-94.5,512
02:41.0,37.378847,-120.809612,-93.8,512
02:41.5,37.378847,-120.809612,-94.6,512
02:41.7,37.378843,-120.809624,-94.6,512
02:42.0,37.378843,-120.809624,-93.9,512
02:42.5,37.378843,-120.809624,-94.5,512
02:42.7,37.378842,-120.809636,-94.5,512
02:43.0,37.378842,-120.809636,-94.6,512
02:43.5,37.378842,-120.809636,-95.7,512
02:43.7,37.378844,-120.809645,-95.7,512
02:44.0,37.378844,-120.809645,-96.2,512
02:44.5,37.378844,-120.809645,-93.8,512
02:44.7,37.378849,-120.809654,-93.8,512
02:45.0,37.378849,-120.809654,-94.1,512
02:45.5,37.378849,-120.809654,-94.4,512
02:45.7,37.378855,-120.809666,-94.4,512
02:46.0,37.378855,-120.809666,-95.1,512
02:46.5,37.378855,-120.809666,-93.2,512
02:46.7,37.378863,-120.809675,-93.2,512
02:47.0,37.378863,-120.809675,-93.4,512
02:47.5,37.378863,-120.809675,-94.7,512
02:47.7,37.378867,-120.809681,-94.7,512
02:48.0,37.378867,-120.809681,-95.3,512
02:48.5,37.378867,-120.809681,-95,512
02:48.7,37.378864,-120.809689,-95,512
02:49.0,37.378864,-120.809689,-94.6,512
02:49.5,37.378864,-120.809689,-94.8,512
02:49.7,37.378861,-120.809694,-94.8,512
02:50.0,37.378861,-120.809694,-94.7,512
02:50.5,37.378861,-120.809694,-95.1,512
02:50.7,37.378853,-120.809704,-95.1,512
02:51.0,37.378853,-120.809704,-95.8,512
02:51.5,37.378853,-120.809704,-93.2,512
02:51.7,37.378846,-120.809714,-93.2,512
02:52.0,37.378846,-120.809714,-92.8,512
02:52.5,37.378846,-120.809714,-90.8,512
02:52.7,37.378846,-120.809723,-90.8,512
02:53.0,37.378846,-120.809723,-93.2,512
02:53.5,37.378846,-120.809723,-93.4,512
02:53.7,37.378849,-120.809731,-93.4,512
02:54.0,37.378849,-120.809731,-93.7,512
02:54.5,37.378849,-120.809731,-94.7,512
02:54.7,37.378846,-120.809737,-94.7,512
02:55.0,37.378846,-120.809737,-94,512
02:55.6,37.378846,-120.809737,-93.1,512
02:55.7,37.378837,-120.809741,-93.1,512
02:56.1,37.378837,-120.809741,-95.9,512
02:56.6,37.378837,-120.809741,-92.8,512
02:56.7,37.37883,-120.809746,-92.8,512
02:57.1,37.37883,-120.809746,-93.6,512
02:57.6,37.37883,-120.809746,-96.1,512
02:57.7,37.378825,-120.809753,-96.1,512
02:58.1,37.378825,-120.809753,-91.6,512
02:58.6,37.378825,-120.809753,-95.1,512
02:58.7,37.37882,-120.809758,-95.1,512
02:59.1,37.37882,-120.809758,-95.3,512
02:59.6,37.37882,-120.809758,-93.5,512
02:59.7,37.378816,-120.809763,-93.5,512
03:00.1,37.378816,-120.809763,-94.5,512
03:00.6,37.378816,-120.809763,-95.6,512
03:00.7,37.378816,-120.809762,-95.6,512
03:01.1,37.378816,-120.809762,-95.7,512
03:01.6,37.378816,-120.809762,-96.7,512
03:01.7,37.378819,-120.809761,-96.7,512
03:02.1,37.378819,-120.809761,-91.9,512
03:02.6,37.378819,-120.809761,-92.7,512
03:02.7,37.378821,-120.80976,-92.7,512
03:03.1,37.378821,-120.80976,-92.8,512
03:03.6,37.378821,-120.80976,-92.1,512
03:04.1,37.378821,-120.80976,-91.5,512
03:04.6,37.378821,-120.80976,-91.8,512
03:05.6,37.378821,-120.80976,-91.4,512
03:06.1,37.378821,-120.80976,-91.5,512
03:06.6,37.378821,-120.80976,-91.1,512
03:06.7,37.378822,-120.80976,-91.1,512
03:07.1,37.378822,-120.80976,-91.3,512
03:07.6,37.378822,-120.80976,-91,512
03:08.1,37.378822,-120.80976,-89.8,512
03:08.6,37.378822,-120.80976,-89.4,512
03:09.1,37.378822,-120.80976,-89.1,512
03:09.6,37.378822,-120.80976,-88.6,512
03:10.1,37.378822,-120.80976,-89.5,512
03:10.6,37.378822,-120.80976,-92.4,512
03:11.1,37.378822,-120.80976,-92.7,512
03:11.6,37.378822,-120.80976,-93.8,512
03:12.1,37.378822,-120.80976,-96.5,512
03:12.6,37.378822,-120.80976,-93.3,512
03:12.7,37.378823,-120.809759,-93.3,512
03:13.1,37.378823,-120.809759,-94.6,512
03:13.6,37.378823,-120.809759,-96.9,512
03:13.7,37.378824,-120.809758,-96.9,512
03:14.1,37.378824,-120.809758,-94.7,512
03:14.6,37.378824,-120.809758,-95.8,512
03:15.1,37.378824,-120.809758,-94.8,512
03:15.6,37.378824,-120.809758,-93.6,512
03:15.7,37.378825,-120.809754,-93.6,512
03:16.1,37.378825,-120.809754,-95,512
03:16.6,37.378825,-120.809754,-96.8,512
03:16.7,37.378826,-120.809753,-96.8,512
03:17.1,37.378826,-120.809753,-96.9,512
03:17.6,37.378826,-120.809753,-92.3,512
03:18.1,37.378826,-120.809753,-95.1,512
03:18.6,37.378826,-120.809753,-94.6,512
03:19.1,37.378826,-120.809753,-94.7,512
03:19.6,37.378826,-120.809753,-93.6,512
03:19.7,37.378826,-120.809752,-93.6,512
03:20.1,37.378826,-120.809752,-96.2,512
03:20.6,37.378826,-120.809752,-95.2,512
03:20.7,37.378824,-120.809753,-95.2,512
03:21.1,37.378824,-120.809753,-96.2,512
03:21.6,37.378824,-120.809753,-93.5,512
03:21.7,37.378824,-120.809754,-93.5,512
03:22.1,37.378824,-120.809754,-95.2,512
03:22.6,37.378824,-120.809754,-96,512
03:23.1,37.378824,-120.809754,-95.3,512
03:23.6,37.378824,-120.809754,-95.2,512
03:24.1,37.378824,-120.809754,-97,512
03:24.6,37.378824,-120.809754,-100.3,512
03:25.1,37.378824,-120.809754,-99.3,512
03:25.7,37.378824,-120.809754,-98,512
03:26.2,37.378824,-120.809754,-99.8,512
03:26.7,37.378824,-120.809754,-98.8,512
03:27.2,37.378824,-120.809754,-97.4,512
03:27.7,37.378824,-120.809754,-97.6,512
03:28.2,37.378824,-120.809754,-96.6,512
03:28.7,37.378824,-120.809754,-92.8,512
03:29.2,37.378824,-120.809754,-90.9,512
03:29.7,37.378824,-120.809754,-89.8,512
03:30.2,37.378824,-120.809754,-92.8,512
03:30.7,37.378824,-120.809754,-96,512
03:30.7,37.378826,-120.809754,-96,512
03:31.2,37.378826,-120.809754,-93,512
03:31.7,37.378826,-120.809754,-94.7,512
03:31.7,37.378828,-120.809753,-94.7,512
03:32.2,37.378828,-120.809753,-94.3,512
03:32.7,37.378828,-120.809753,-97.8,512
03:33.2,37.378828,-120.809753,-94.8,512
03:33.7,37.378828,-120.809753,-95.4,512
03:34.2,37.378828,-120.809753,-96.3,512
03:34.7,37.378828,-120.809753,-96.9,512
03:35.2,37.378828,-120.809753,-98.9,512
03:35.7,37.378828,-120.809753,-97.7,512
03:36.2,37.378828,-120.809753,-98.8,512
03:36.7,37.378828,-120.809753,-98,512
03:37.2,37.378828,-120.809753,-97.9,512
03:37.7,37.378828,-120.809753,-98.9,512
03:38.2,37.378828,-120.809753,-98,512
03:38.7,37.378828,-120.809753,-98.5,512
03:39.2,37.378828,-120.809753,-96.8,512
03:39.7,37.378828,-120.809753,-98.1,512
03:40.2,37.378828,-120.809753,-99,512
03:40.7,37.378828,-120.809753,-98,512
03:41.2,37.378828,-120.809753,-97.9,512
03:41.7,37.378828,-120.809753,-95.9,512
03:42.2,37.378828,-120.809753,-94.9,512
03:42.7,37.378829,-120.809752,-94.9,512
03:42.7,37.378829,-120.809752,-95.8,512
03:43.2,37.378829,-120.809752,-95.4,512
03:43.7,37.378829,-120.809752,-97.2,512
03:43.7,37.37883,-120.809751,-97.2,512
03:44.2,37.37883,-120.809751,-96.2,512
03:44.7,37.37883,-120.80975,-96.2,512
03:44.7,37.37883,-120.80975,-94.7,512
03:45.2,37.37883,-120.80975,-96.3,512
03:45.7,37.378829,-120.809748,-96.3,512
03:45.7,37.378829,-120.809748,-95.4,512
03:46.2,37.378829,-120.809748,-95.6,512
03:46.7,37.378828,-120.809746,-95.6,512
03:46.7,37.378828,-120.809746,-97.6,512
03:47.2,37.378828,-120.809746,-93.8,512
03:47.7,37.378823,-120.809742,-93.8,512
03:47.7,37.378823,-120.809742,-97,512
03:48.2,37.378823,-120.809742,-98.2,512
03:48.7,37.378817,-120.809743,-98.2,512
03:48.7,37.378817,-120.809743,-95.8,512
03:49.2,37.378817,-120.809743,-96.2,512
03:49.7,37.37881,-120.809748,-96.2,512
03:50.2,37.37881,-120.809748,-98.8,512
03:50.7,37.378796,-120.809748,-98.8,512
03:50.7,37.378796,-120.809748,-97.8,512
03:51.2,37.378796,-120.809748,-97.5,512
03:51.7,37.378786,-120.809752,-97.5,512
03:51.8,37.378786,-120.809752,-96.5,512
03:52.3,37.378786,-120.809752,-95.2,512
03:52.7,37.378775,-120.809757,-95.2,512
03:52.8,37.378775,-120.809757,-98.5,512
03:53.3,37.378775,-120.809757,-98.7,512
03:53.7,37.378765,-120.809756,-98.7,512
03:53.8,37.378765,-120.809756,-99.1,512
03:54.3,37.378765,-120.809756,-98,512
03:54.7,37.378754,-120.809757,-98,512
03:54.8,37.378754,-120.809757,-99,512
03:55.3,37.378754,-120.809757,-99.4,512
03:55.7,37.378744,-120.809758,-99.4,512
03:55.8,37.378744,-120.809758,-97.9,512
03:56.3,37.378744,-120.809758,-99.7,512
03:56.7,37.378734,-120.809761,-99.7,512
03:56.8,37.378734,-120.809761,-101.2,512
03:57.3,37.378734,-120.809761,-100,512
03:57.7,37.378723,-120.809742,-100,512
03:57.8,37.378723,-120.809742,-100.4,512
03:58.3,37.378723,-120.809742,-99.4,512
03:58.7,37.378723,-120.809737,-99.4,512
03:58.8,37.378723,-120.809737,-98.5,512
03:59.3,37.378723,-120.809737,-98.1,512
03:59.7,37.378725,-120.809738,-98.1,512
03:59.8,37.378725,-120.809738,-97.4,512
04:00.3,37.378725,-120.809738,-100.1,512
04:00.7,37.378727,-120.809736,-100.1,512
04:00.8,37.378727,-120.809736,-99.4,512
04:01.7,37.378728,-120.80973,-99.4,512
04:01.8,37.378728,-120.80973,-99.6,512
04:02.3,37.378728,-120.80973,-99.1,512
04:02.7,37.378724,-120.809729,-99.1,512
04:02.8,37.378724,-120.809729,-100.5,512
04:03.3,37.378724,-120.809729,-98,512
04:03.7,37.378714,-120.809726,-98,512
04:03.8,37.378714,-120.809726,-98.9,512
04:04.3,37.378714,-120.809726,-101.1,512
04:04.7,37.378703,-120.809724,-101.1,512
04:05.3,37.378703,-120.809724,-99.8,512
04:05.7,37.378692,-120.809725,-99.8,512
04:05.8,37.378692,-120.809725,-100.2,512
04:06.3,37.378692,-120.809725,-100.7,512
04:06.7,37.378682,-120.809726,-100.7,512
04:06.9,37.378682,-120.809726,-101.2,512
04:07.4,37.378682,-120.809726,-101.1,512
04:07.7,37.378671,-120.809726,-101.1,512
04:07.9,37.378671,-120.809726,-100.1,512
04:08.4,37.378671,-120.809726,-99.7,512
04:08.8,37.378662,-120.809726,-99.7,512
04:08.9,37.378662,-120.809726,-99.8,512
04:09.4,37.378662,-120.809726,-100.7,512
04:09.7,37.378651,-120.809728,-100.7,512
04:09.9,37.378651,-120.809728,-100.1,512
04:10.4,37.378651,-120.809728,-100.9,512
04:10.7,37.378644,-120.809739,-100.9,512
04:10.9,37.378644,-120.809739,-99.2,512
04:11.4,37.378644,-120.809739,-98.3,512
04:11.7,37.378638,-120.809748,-98.3,512
04:11.9,37.378638,-120.809748,-99.9,512
04:12.4,37.378638,-120.809748,-99.4,512
04:12.7,37.378633,-120.809757,-99.4,512
04:12.9,37.378633,-120.809757,-98.1,512
04:13.4,37.378633,-120.809757,-100.8,512
04:13.7,37.378632,-120.809776,-100.8,512
04:13.9,37.378632,-120.809776,-98.9,512
04:14.4,37.378632,-120.809776,-98.4,512
04:14.7,37.378633,-120.809789,-98.4,512
04:14.9,37.378633,-120.809789,-99.3,512
04:15.5,37.378633,-120.809789,-99.1,512
04:15.7,37.378633,-120.809803,-99.1,512
04:16.0,37.378633,-120.809803,-99.4,512
04:16.5,37.378633,-120.809803,-95.2,512
04:16.7,37.378637,-120.809817,-95.2,512
04:17.0,37.378637,-120.809817,-99.5,512
04:17.5,37.378637,-120.809817,-100.5,512
04:17.7,37.378641,-120.809829,-100.5,512
04:18.0,37.378641,-120.809829,-99.1,512
04:18.5,37.378641,-120.809829,-99.4,512
04:18.7,37.378641,-120.809842,-99.4,512
04:19.0,37.378641,-120.809842,-96.1,512
04:19.5,37.378641,-120.809842,-95.9,512
04:19.7,37.378635,-120.809857,-95.9,512
04:20.0,37.378635,-120.809857,-95.1,512
04:20.5,37.378635,-120.809857,-98.4,512
04:20.7,37.378618,-120.809864,-98.4,512
04:21.0,37.378618,-120.809864,-97.6,512
04:21.5,37.378618,-120.809864,-99.8,512
04:21.7,37.378601,-120.809841,-99.8,512
04:22.0,37.378601,-120.809841,-98.2,512
04:22.5,37.378601,-120.809841,-98.6,512
04:22.7,37.378591,-120.809841,-98.6,512
04:23.0,37.378591,-120.809841,-96.4,512
04:23.5,37.378591,-120.809841,-96.3,512
04:23.7,37.378585,-120.809832,-96.3,512
04:24.0,37.378585,-120.809832,-93.5,512
04:24.5,37.378585,-120.809832,-94,512
04:24.7,37.378576,-120.809834,-94,512
04:25.0,37.378576,-120.809834,-96.9,512
04:25.5,37.378576,-120.809834,-98.8,512
04:25.7,37.378567,-120.809841,-98.8,512
04:26.0,37.378567,-120.809841,-99,512
04:26.5,37.378567,-120.809841,-95.5,512
04:26.7,37.378559,-120.809855,-95.5,512
04:27.0,37.378559,-120.809855,-95.9,512
04:27.5,37.378559,-120.809855,-93.8,512
04:27.7,37.378551,-120.809867,-93.8,512
04:28.0,37.378551,-120.809867,-95.6,512
04:28.5,37.378551,-120.809867,-94.8,512
04:28.7,37.378544,-120.809876,-94.8,512
04:29.0,37.378544,-120.809876,-96,512
04:29.5,37.378544,-120.809876,-98.2,512
04:29.7,37.378539,-120.809881,-98.2,512
04:30.0,37.378539,-120.809881,-96.3,512
04:30.5,37.378539,-120.809881,-97,512
04:30.7,37.378534,-120.809884,-97,512
04:31.0,37.378534,-120.809884,-98.1,512
04:31.5,37.378534,-120.809884,-97.8,512
04:31.7,37.378529,-120.809892,-97.8,512
04:32.0,37.378529,-120.809892,-100.6,512
04:32.5,37.378529,-120.809892,-98.5,512
04:32.7,37.378524,-120.8099,-98.5,512
04:33.0,37.378524,-120.8099,-99.5,512
04:33.5,37.378524,-120.8099,-95.9,512
04:33.7,37.378523,-120.809915,-95.9,512
04:34.0,37.378523,-120.809915,-95.5,512
04:34.5,37.378523,-120.809915,-93.9,512
04:34.7,37.378526,-120.80993,-93.9,512
04:35.0,37.378526,-120.80993,-94.5,512
04:35.5,37.378526,-120.80993,-95.3,512
04:35.7,37.37853,-120.809943,-95.3,512
04:36.0,37.37853,-120.809943,-93.9,512
04:36.5,37.37853,-120.809943,-94.5,512
04:36.7,37.378531,-120.809957,-94.5,512
04:37.0,37.378531,-120.809957,-94.1,512
04:37.5,37.378531,-120.809957,-95.2,512
04:37.7,37.378535,-120.80997,-95.2,512
04:38.7,37.378539,-120.809984,-95.2,512
04:39.1,37.378539,-120.809984,-94.8,512
04:39.6,37.378539,-120.809984,-96.4,512
04:39.7,37.378543,-120.809997,-96.4,512
04:40.1,37.378543,-120.809997,-97,512
04:40.6,37.378543,-120.809997,-93.6,512
04:40.7,37.378546,-120.810009,-93.6,512
04:41.1,37.378546,-120.810009,-96.1,512
04:41.6,37.378546,-120.810009,-97.7,512
04:41.7,37.378547,-120.810018,-97.7,512
04:42.1,37.378547,-120.810018,-98.4,512
04:42.6,37.378547,-120.810018,-96.7,512
04:42.7,37.378551,-120.810026,-96.7,512
04:43.1,37.378551,-120.810026,-97.8,512
04:43.6,37.378551,-120.810026,-97.5,512
04:43.7,37.378552,-120.810036,-97.5,512
04:44.1,37.378552,-120.810036,-97.1,512
04:44.6,37.378552,-120.810036,-95.5,512
04:44.7,37.378549,-120.810045,-95.5,512
04:45.1,37.378549,-120.810045,-96.9,512
04:45.6,37.378549,-120.810045,-97.1,512
04:45.7,37.378543,-120.810053,-97.1,512
04:46.1,37.378543,-120.810053,-98.7,512
04:46.6,37.378543,-120.810053,-98.3,512
04:46.7,37.378535,-120.810062,-98.3,512
04:47.1,37.378535,-120.810062,-97.6,512
04:47.6,37.378535,-120.810062,-99,512
04:47.7,37.378525,-120.810064,-99,512
04:48.1,37.378525,-120.810064,-96.5,512
04:48.6,37.378525,-120.810064,-96,512
04:48.7,37.378514,-120.810066,-96,512
04:49.1,37.378514,-120.810066,-96.7,512
04:49.6,37.378514,-120.810066,-96,512
04:49.7,37.378502,-120.810065,-96,512
04:50.1,37.378502,-120.810065,-96.5,512
04:50.6,37.378502,-120.810065,-96.6,512
04:50.7,37.378487,-120.810061,-96.6,512
04:51.1,37.378487,-120.810061,-93.2,512
04:51.6,37.378487,-120.810061,-96.5,512
04:51.7,37.378473,-120.810059,-96.5,512
04:52.1,37.378473,-120.810059,-97.2,512
04:52.6,37.378473,-120.810059,-96.3,512
04:52.7,37.37846,-120.810059,-96.3,512
04:53.1,37.37846,-120.810059,-96.4,512
04:53.6,37.37846,-120.810059,-97.7,512
04:53.7,37.37845,-120.810059,-97.7,512
04:54.1,37.37845,-120.810059,-96.8,512
04:54.6,37.37845,-120.810059,-95.2,512
04:54.7,37.378441,-120.810061,-95.2,512
04:55.1,37.378441,-120.810061,-96.6,512
04:55.6,37.378441,-120.810061,-96.1,512
04:55.7,37.378432,-120.810064,-96.1,512
04:56.1,37.378432,-120.810064,-97.5,512
04:56.6,37.378432,-120.810064,-96.5,512
04:56.7,37.378421,-120.810064,-96.5,512
04:57.1,37.378421,-120.810064,-97.1,512
04:57.6,37.378421,-120.810064,-98,512
04:57.7,37.378412,-120.810064,-98,512
04:58.1,37.378412,-120.810064,-97.4,512
04:58.7,37.378403,-120.810061,-97.4,512
04:59.1,37.378403,-120.810061,-97.2,512
04:59.6,37.378403,-120.810061,-98.9,512
04:59.7,37.378393,-120.810061,-98.9,512
05:00.2,37.378393,-120.810061,-98.8,512
05:00.7,37.378393,-120.810061,-98.2,512
05:00.7,37.378384,-120.810062,-98.2,512
05:01.2,37.378384,-120.810062,-98.3,512
05:01.7,37.378384,-120.810062,-99.2,512
05:01.7,37.378374,-120.810061,-99.2,512
05:02.2,37.378374,-120.810061,-98.2,512
05:02.7,37.378374,-120.810061,-99,512
05:02.7,37.378365,-120.810059,-99,512
05:03.2,37.378365,-120.810059,-99.3,512
05:03.7,37.378365,-120.810059,-99.5,512
05:03.7,37.378355,-120.810061,-99.5,512
05:04.2,37.378355,-120.810061,-99.1,512
05:04.7,37.378346,-120.810064,-99.1,512
05:04.7,37.378346,-120.810064,-99.8,512
05:05.2,37.378346,-120.810064,-98.8,512
05:05.7,37.378346,-120.810064,-100.9,512
05:05.7,37.378336,-120.810068,-100.9,512
05:06.2,37.378336,-120.810068,-100.4,512
05:06.7,37.378325,-120.810072,-100.4,512
05:06.7,37.378325,-120.810072,-101.3,512
05:07.2,37.378325,-120.810072,-99.9,512
05:07.7,37.378314,-120.810077,-99.9,512
05:07.7,37.378314,-120.810077,-102.5,512
05:08.2,37.378314,-120.810077,-100.7,512
05:08.7,37.378303,-120.810081,-100.7,512
05:08.7,37.378303,-120.810081,-101.4,512
05:09.2,37.378303,-120.810081,-100.1,512
05:09.7,37.378294,-120.810085,-100.1,512
05:09.7,37.378294,-120.810085,-103.9,512
05:10.2,37.378294,-120.810085,-103.1,512
05:10.7,37.378287,-120.810084,-103.1,512
05:10.7,37.378287,-120.810084,-101,512
05:11.2,37.378287,-120.810084,-98,512
05:11.7,37.378281,-120.810067,-98,512
05:11.7,37.378281,-120.810067,-98.5,512
05:12.2,37.378281,-120.810067,-95.2,512
05:12.7,37.378288,-120.810055,-95.2,512
05:12.7,37.378288,-120.810055,-95.6,512
05:13.2,37.378288,-120.810055,-98.8,512
05:13.7,37.378291,-120.810056,-98.8,512
05:13.7,37.378291,-120.810056,-96.6,512
05:14.2,37.378291,-120.810056,-94.6,512
05:14.7,37.378292,-120.810058,-94.6,512
05:14.7,37.378292,-120.810058,-95.5,512
05:15.2,37.378292,-120.810058,-96.2,512
05:15.7,37.378293,-120.810059,-96.2,512
05:15.7,37.378293,-120.810059,-96.8,512
05:16.2,37.378293,-120.810059,-98.3,512
05:16.7,37.378293,-120.810059,-98.5,512
05:17.2,37.378293,-120.810059,-98.6,512
05:17.7,37.378293,-120.810059,-98.4,512
05:18.2,37.378293,-120.810059,-99.5,512
05:18.7,37.378293,-120.810059,-96.9,512
05:19.2,37.378293,-120.810059,-95.3,512
05:19.7,37.378293,-120.810059,-95,512
05:20.2,37.378293,-120.810059,-95.9,512
05:20.7,37.378293,-120.810059,-97,512
05:21.2,37.378293,-120.810059,-96.8,512
05:21.7,37.378293,-120.81006,-96.8,512
05:21.7,37.378293,-120.81006,-96.7,512
05:22.2,37.378293,-120.81006,-97.2,512
05:22.7,37.378293,-120.81006,-97.1,512
05:23.2,37.378293,-120.81006,-98.1,512
05:23.7,37.378293,-120.81006,-99.1,512
05:24.2,37.378293,-120.81006,-99.5,512
05:24.7,37.378293,-120.81006,-99.7,512
05:25.2,37.378293,-120.81006,-94.5,512
05:25.7,37.378293,-120.810061,-94.5,512
05:25.8,37.378293,-120.810061,-93.7,512
05:26.8,37.378293,-120.810061,-94.1,512
05:27.3,37.378293,-120.810061,-95.8,512
05:27.7,37.378293,-120.81006,-95.8,512
05:27.8,37.378293,-120.81006,-97.5,512
05:28.3,37.378293,-120.81006,-98.7,512
05:28.8,37.378293,-120.81006,-98.8,512
05:29.3,37.378293,-120.81006,-98.3,512
05:29.8,37.378293,-120.81006,-97.9,512
05:30.3,37.378293,-120.81006,-98.1,512
05:30.8,37.378293,-120.81006,-98.4,512
05:31.3,37.378293,-120.81006,-98.3,512
05:31.8,37.378293,-120.81006,-95.7,512
05:32.3,37.378293,-120.81006,-97.2,512
05:32.7,37.378292,-120.810061,-97.2,512
05:32.8,37.378292,-120.810061,-98.5,512
05:33.3,37.378292,-120.810061,-98.1,512
05:33.7,37.378293,-120.810062,-98.1,512
05:33.8,37.378293,-120.810062,-97.9,512
05:34.3,37.378293,-120.810062,-98,512
05:34.8,37.378293,-120.810062,-96.3,512
05:35.3,37.378293,-120.810062,-95.3,512
05:35.8,37.378293,-120.810062,-95.7,512
05:36.3,37.378293,-120.810062,-96.1,512
05:37.8,37.378293,-120.810062,-96.2,512
05:38.3,37.378293,-120.810062,-95.9,512
05:38.8,37.378293,-120.810062,-96,512
05:39.7,37.378293,-120.810063,-96,512
05:39.8,37.378293,-120.810063,-96.5,512
05:40.3,37.378293,-120.810063,-96.2,512
05:40.8,37.378293,-120.810063,-96.5,512
05:41.3,37.378293,-120.810063,-97,512
05:41.8,37.378293,-120.810063,-96.8,512
05:42.3,37.378293,-120.810063,-96.5,512
05:42.8,37.378293,-120.810063,-96.1,512
05:43.3,37.378293,-120.810063,-97.1,512
05:43.8,37.378293,-120.810063,-96.9,512
05:44.3,37.378293,-120.810063,-96.8,512
05:44.9,37.378293,-120.810063,-97.1,512
05:45.4,37.378293,-120.810063,-97.2,512
05:45.9,37.378293,-120.810063,-96.7,512
05:46.4,37.378293,-120.810063,-95.6,512
05:46.9,37.378293,-120.810063,-95,512
05:47.4,37.378293,-120.810063,-95.2,512
05:47.7,37.378293,-120.810064,-95.2,512
05:47.9,37.378293,-120.810064,-95.5,512
05:48.4,37.378293,-120.810064,-95.9,512
05:48.9,37.378293,-120.810064,-96.1,512
05:49.4,37.378293,-120.810064,-96,512
05:49.9,37.378293,-120.810064,-95.3,512
05:50.4,37.378293,-120.810064,-96.4,512
05:50.7,37.378293,-120.810067,-96.4,512
05:50.9,37.378293,-120.810067,-96.7,512
05:51.4,37.378293,-120.810067,-97.9,512
05:51.7,37.378294,-120.810069,-97.9,512
05:51.9,37.378294,-120.810069,-98.9,512
05:52.7,37.378295,-120.810072,-98.9,512
05:52.9,37.378295,-120.810072,-98.6,512
05:53.4,37.378295,-120.810072,-99.1,512
05:53.7,37.378295,-120.810073,-99.1,512
05:53.9,37.378295,-120.810073,-97.9,512
05:54.4,37.378295,-120.810073,-97.6,512
05:54.7,37.378296,-120.810073,-97.6,512
05:55.0,37.378296,-120.810073,-99.7,512
05:55.5,37.378296,-120.810073,-99.9,512
05:56.0,37.378296,-120.810073,-99,512
05:57.0,37.378296,-120.810073,-99.5,512
05:57.5,37.378296,-120.810073,-99.1,512
05:57.7,37.378295,-120.810073,-99.1,512
05:58.0,37.378295,-120.810073,-98.6,512
05:58.5,37.378295,-120.810073,-98.3,512
05:58.7,37.378295,-120.810074,-98.3,512
05:59.0,37.378295,-120.810074,-98.9,512
06:01.0,37.378295,-120.810074,-96.9,512
06:01.5,37.378295,-120.810074,-96.5,512
06:01.7,37.378291,-120.810074,-96.5,512
06:02.0,37.378291,-120.810074,-97.9,512
06:02.5,37.378291,-120.810074,-98,512
06:02.7,37.378288,-120.810074,-98,512
